Datetime Id(GSM_CELL),Moid(GSM_CELL),Bsc(GSM_CELL),ID,小区名,网格九分区,网格,无线接入性,下行TBF建立成功率,切换成功率,每Erl掉话数,上行6-7级质差话务比例（六忙时）,下行6-7级质差话务比例（六忙时）,GSM质差话务占比(六忙时),GSM上下行质差话务比例,最差小区次数,高掉话最差小区次数,高拥塞最差小区次数,寻呼成功率,TCH话务量,半速率比例,随机接入成功率,TCH拥塞率(考核算法),话务掉话比,上行底噪,EDGE下行速率,GPRS下行速率,掉话率(最差小区考核算法),TCH掉话率(不含切换),干扰系数,总流量(MB),PDCH使用数,TCH信道完好率,TCH定义信道数,TCH可用信道数,SDCCH指配成功率,SDCCH拥塞率,SDCCH掉话率,TCH指配成功率,PDCH下行复用度(旧),PDCH下行复用度(新),寻呼拥塞总数,信道利用率,TBF掉线率,上行覆盖率,下行覆盖率,高干扰小区数(4-5级干扰>30%),上行高质差小区数(6-7级质差>5%),下行高质差小区数(6-7级质差>5%),小区数,上行6-7级质差话务比例（六忙时-室内）,下行6-7级质差话务比例（六忙时-室内）,上行6-7级质差话务比例（六忙时-室外）,下行6-7级质差话务比例（六忙时-室外）,GSM语音质量,高流量小区个数,TBF下行申请数,TCH掉话次数,TCH申请数,上行弱信号掉话,下行弱信号掉话,双向弱信号掉话,上行质差掉话,下行质差掉话,双向质差掉话,TA掉话,突然掉话,
2016/6/18,5X3DAJ1,GZE24,PG07659,大简,番禺,G.1.8,0.9995506,1,0.9939467,0.270453,0.01011879,0.0112644,0.0106916,,,,,,14.79,0,0.9995506,0,221.85,0.0002431907,163.5423,6.876516,0.001745962,0.00591716,1.00937,200.2859,29.39,0.8584906,53,46,0.9995506,0,0.00248195,1,1.12439,1.032755,19,0.1852411,0.01472567,0.9884625,0.9688076,0,0,0,1,,,,,0.9893084,0,17755,4,676,0,1,0,0,1,0,0,2,
2016/6/18,5X3DAJ2,GZE24,PG07660,大简,番禺,G.1.8,0.9855495,0.9994867,0.86489,3.375384,0.1375165,0.01604411,0.07678028,,5,5,0,,87.99,0.4777816,0.9995576,0,16.70696,0.980181,100.4009,7.267352,0.03306131,0.09380922,3.976846,156.2487,76.84,0.7066987,52,37,0.9995576,0,0.02626256,0.9859857,1.693745,1.098713,67,0.7044017,0.02389486,1,0.9954365,1,1,0,1,,,,,0.9232197,0,140268,297,3166,0,48,0,159,5,22,0,62,
2016/6/18,5X3DAJ3,GZE24,PG07661,大简,番禺,G.1.8,0.997561,0.9987324,0.9887793,0.2521009,0.009997261,0.01443446,0.01221586,,,,,,47.6,0.1882353,0.999393,0,238,0.03833324,105.0619,17.55758,0.002379064,0.005509642,1.668449,507.8707,84.13,0.7555556,45,34,0.999393,0,0.004283155,0.9981668,1.865652,1.352565,0,0.6505185,0.03286466,0.9851436,0.9757248,0,0,0,1,,,,,0.9877841,1,103343,12,2178,0,3,8,0,0,0,0,1,
2016/6/18,5X8DAJ1,GZE24,PD16354,大简D,番禺,G.1.8,0.9987204,0.9999884,0.9977621,0.1414177,0.005981735,0.003500808,0.004741271,,,,,,56.57,0.8280007,0.9992556,0,282.85,0,137.7889,16.7286,0.00222924,0.004287245,1.04322,703.9717,86.33,1,25,25,0.9992556,0,0.001798292,0.9994644,1.572934,1.172658,105,1.270222,0.01272597,0.9418318,0.9719374,0,0,0,1,,,,,0.9952587,1,86451,8,1866,0,3,5,0,0,0,0,0,
2016/6/19,P5OHSC1,GZM41B5,PG27629,横沥沙头村,番禺,G.1.10,0.9785362,0.9998721,0.9558945,0.9113924,0.03036705,0.04667943,0.03852324,,,,,,19.75,0.03291139,0.9853115,0.0009823183,56.42857,0.001558846,110.8511,9.808002,0.00624814,0.01780416,1.266922,61.55963,25.49,1,18,18,0.9853115,0,0.01397017,0.9931238,1.290426,1.049352,32,0.5585185,0.02195071,0.9570203,0.9294248,0,0,0,1,,,,,0.9614767,0,15641,18,1011,2,1,9,0,5,0,0,1,
2016/6/20,P5OHSC1,GZM41B5,PG27629,横沥沙头村,番禺,G.1.10,0.9895591,0.9999134,0.9283625,1.244589,0.0257206,0.03747281,0.03159671,,,,,,18.48,0.005411255,0.9918262,0,44.352,0.00500986,113.4216,9.311174,0.008928572,0.02634593,1.184405,56.37334,21.74,1,18,18,0.9918262,0,0.01705804,0.9977143,1.238257,1.0318,17,0.4965432,0.009329382,0.9499041,0.921272,0,0,0,1,,,,,0.9684033,0,11545,23,873,0,3,6,0,13,1,0,0,
2016/6/20,P5OHSC2,GZM41B5,PG27630,横沥沙头村,番禺,G.1.10,0.9935254,0.9999537,0.9842965,0.7853403,0.0162579,0.03148932,0.02387361,,,,,,19.1,0.03455497,0.9952933,0,71.625,0.0002299203,126.6554,6.06137,0.007407407,0.02669039,1.10538,95.7586,33.6,1,18,18,0.9952933,0,0.008737683,0.9982238,1.318023,1.05103,0,0.6506173,0.03626037,0.9641467,0.974494,0,0,0,1,,,,,0.9761264,0,21579,15,562,4,1,4,0,4,0,0,2,
2016/6/20,P5OHSC3,GZM41B5,PG27631,横沥沙头村,番禺,G.1.10,0.9983513,0.9997831,0.9958159,0.1215067,0.006642737,0.005855842,0.006249289,,,,,,32.92,0.2074727,0.9983513,0,395.04,0.0209394,111.1945,5.16153,0.001643115,0.002875629,1.540811,235.4035,62.68,0.973125,24,23,0.9983513,0,0.001174475,1,1.6212,1.073541,19,0.8851852,0.01206492,0.9893405,0.9790718,0,0,0,1,,,,,0.9937507,1,46102,4,1391,0,0,1,0,2,0,0,1,
2016/6/21,5X8DAJ1,GZE24,PD16354,大简D,番禺,G.1.8,0.9988089,0.999673,0.9967159,0.1075462,0.005250962,0.002925004,0.004087983,,,,,,55.79,0.9141423,0.9997383,0,478.2,0,139.5123,16.9768,0.001305483,0.003184713,1.085449,736.2899,90.46,1,25,25,0.9998692,0,0.001053463,0.9989396,1.631017,1.149935,174,1.3,0.01415779,0.9588028,0.9797155,0,0,0,1,,,,,0.995912,1,97863,6,1884,0,0,4,0,1,0,0,1,
2016/6/21,P5OHSC1,GZM41B5,PG27629,横沥沙头村,番禺,G.1.10,0.9847407,1,0.9327921,1.254089,0.02528944,0.04154858,0.03341901,,,,,,18.34,0.01581243,0.9920171,0,36.68,0.004404576,107.4204,9.093992,0.01043478,0.02832512,1.243326,54.55133,22.22,1,18,18,0.9920171,0,0.01500536,0.9926651,1.249924,1.033761,29,0.5007408,0.01874806,0.9609716,0.923658,0,0,0,1,,,,,0.966581,0,12311,23,812,1,4,1,0,13,2,0,2,
2016/6/21,P5OHSC2,GZM41B5,PG27630,横沥沙头村,番禺,G.1.10,0.9885814,1,0.9797015,0.9466866,0.01635997,0.02223866,0.01929931,,,,,,20.07,0.07972098,0.9964901,0,57.34286,0.01150552,136.9027,5.202665,0.009075195,0.0304,1.266327,90.60833,29.12,1,18,18,0.9964901,0,0.009477857,0.9920635,1.308244,1.051526,0,0.6072839,0.03401009,0.9720488,0.9781723,0,0,0,1,,,,,0.9807007,0,18449,19,625,3,1,8,1,2,1,0,3,
2016/6/21,P5OHSC3,GZM41B5,PG27631,横沥沙头村,番禺,G.1.10,0.9977881,0.9998607,0.9954312,0.1651982,0.005674123,0.003829684,0.004751903,,,,,,36.32,0.5437775,0.9983672,0,311.3143,0.02495463,118.7971,13.40991,0.002021369,0.003482298,1.642582,394.5088,74.27,0.9704167,24,23,0.9983672,0,0.002005571,0.9994199,2.056887,1.147228,37,1.023981,0.009955844,0.9909367,0.9764579,0,0,0,1,,,,,0.9952481,1,71800,6,1723,0,0,3,0,1,0,0,2,
